Date,Open,High,Low,Close,Adj Close,Volume
2022-01-13,41.435265,42.425529,40.703781,40.933903,40.933903,161102266
2022-01-14,40.931896,44.625141,40.789906,44.600353,44.600353,298873970
2022-01-15,44.629269,47.213104,44.435539,46.065502,46.065502,336785488
2022-01-16,46.059650,46.580048,45.289783,46.424992,46.424992,203763297
2022-01-17,46.438091,46.525822,43.999199,44.400253,44.400253,265485755
2022-01-18,44.403786,45.108063,43.011646,44.962193,44.962193,210222570
2022-01-19,44.962299,46.906456,43.329842,46.734383,46.734383,314698212
2022-01-20,46.731220,49.846725,45.218761,45.225964,45.225964,259571675
2022-01-21,45.241749,45.801289,37.839233,38.455330,38.455330,483332085
2022-01-22,38.471676,39.339474,32.318192,33.475803,33.475803,426607717
2022-01-23,33.518818,36.381496,33.419720,35.954372,35.954372,208947148
2022-01-24,35.959980,36.022877,31.545630,35.611691,35.611691,279762526
2022-01-25,35.608841,37.074696,34.637241,36.440800,36.440800,177316287
2022-01-26,36.440777,38.757881,35.722672,36.531666,36.531666,233485001
2022-01-27,36.524509,39.692715,35.244999,38.289791,38.289791,239496652
2022-01-28,38.278046,40.105331,37.755409,40.041779,40.041779,147899771
2022-01-29,40.039131,41.884243,39.999828,41.659229,41.659229,127993564
2022-01-30,41.678143,41.814583,40.380924,41.095879,41.095879,94281559
2022-01-31,41.096771,44.032997,39.678165,43.671753,43.671753,214377542
2022-02-01,43.667938,48.090549,42.886517,45.241333,45.241333,270307330
2022-02-02,45.241692,46.133240,42.462818,42.928501,42.928501,218101272
2022-02-03,42.921902,43.106030,40.968830,42.539082,42.539082,160007542
2022-02-04,42.546467,45.971401,42.546467,45.968891,45.968891,196845117
2022-02-05,45.971840,46.933598,45.172241,46.219803,46.219803,148972924
2022-02-06,46.217285,46.713661,45.281166,46.621990,46.621990,91591911
2022-02-07,46.620491,48.333828,45.906235,47.204311,47.204311,161879165
2022-02-08,47.209141,48.443321,45.426605,46.476570,46.476570,150993816
2022-02-09,46.468040,48.184986,45.664806,47.913700,47.913700,155450453
2022-02-10,47.924541,48.352676,44.819427,44.910816,44.910816,222192927
2022-02-11,44.890888,45.285229,42.979607,43.428169,43.428169,148046248
2022-02-12,43.433846,44.847218,42.957523,44.184647,44.184647,103863371
2022-02-13,44.175411,45.333683,44.016186,44.526436,44.526436,126229968
2022-02-14,44.493088,45.033436,43.476257,44.873661,44.873661,133584065
2022-02-15,44.875343,47.366032,44.699078,47.200539,47.200539,123599645
2022-02-16,47.204121,47.204121,45.900684,46.515141,46.515141,120457112
2022-02-17,46.481133,46.769493,43.330700,43.652275,43.652275,131524276
2022-02-18,43.668842,44.358295,42.607430,43.132870,43.132870,105147366
2022-02-19,43.130138,43.624722,41.948212,42.788582,42.788582,59565367
2022-02-20,42.796326,42.796326,40.367855,40.907635,40.907635,96061232
2022-02-21,40.896240,42.507099,39.815319,39.879757,39.879757,175079607
2022-02-22,39.868279,41.642662,39.194962,41.555244,41.555244,163749893
2022-02-23,41.556923,43.234467,40.779125,40.886234,40.886234,135407171
2022-02-24,40.865063,42.107033,37.380592,41.270145,41.270145,277653914
2022-02-25,41.274811,43.536663,41.166142,43.051498,43.051498,144613652
2022-02-26,43.049805,44.047165,42.775501,43.323868,43.323868,92682640
2022-02-27,43.316689,44.188046,41.162235,41.570763,41.570763,114052824
2022-02-28,41.569744,46.361923,41.245399,45.972603,45.972603,170942168
2022-03-01,45.971474,47.629135,45.298496,46.232487,46.232487,174979161
2022-03-02,46.234432,47.390549,45.629375,46.218147,46.218147,219330162
2022-03-03,46.218830,46.377197,43.926289,44.876671,44.876671,125088024
2022-03-04,44.878548,44.886097,40.139717,40.442959,40.442959,146707685
2022-03-05,40.460655,41.488155,39.886017,41.159863,41.159863,72845508
2022-03-06,41.162045,41.363121,39.722031,39.819202,39.819202,87950541
2022-03-07,39.827892,40.902885,38.754787,39.836384,39.836384,128316327
2022-03-08,39.832130,41.196575,39.700306,40.555218,40.555218,112500475
2022-03-09,40.559677,43.361542,40.519508,42.836155,42.836155,105633764
2022-03-10,42.830177,42.830395,40.271606,40.778542,40.778542,97495286
2022-03-11,40.786087,41.917099,39.831009,40.869308,40.869308,103824661
2022-03-12,40.869328,41.431465,40.790680,41.052879,41.052879,47112203
2022-03-13,41.039684,41.379375,39.861897,39.959652,39.959652,60117329
2022-03-14,39.958031,41.556843,39.707558,41.500748,41.500748,95079930
2022-03-15,41.498322,41.531033,40.122669,41.068027,41.068027,76005446
2022-03-16,41.065144,42.795559,40.707497,42.751610,42.751610,130839271
2022-03-17,42.750011,43.375645,42.470013,43.106686,43.106686,82009865
2022-03-18,43.101948,45.056255,42.530411,44.644855,44.644855,103892821
2022-03-19,44.635979,45.239994,44.439339,44.891418,44.891418,83632390
2022-03-20,44.893456,45.005806,43.553963,44.010490,44.010490,66404367
2022-03-21,44.003517,45.043522,43.571461,44.771358,44.771358,102151456
2022-03-22,44.763203,46.625637,44.508118,45.315369,45.315369,133332329
2022-03-23,45.312412,46.271885,44.741085,46.206528,46.206528,121195412
2022-03-24,46.202492,49.544006,45.955894,49.448273,49.448273,233701211
2022-03-25,49.452240,51.429714,49.163292,49.750996,49.750996,238255458
2022-03-26,49.749378,50.541172,49.575539,49.919537,49.919537,94919252
2022-03-27,49.924557,52.203789,49.644836,51.962048,51.962048,124360636
2022-03-28,51.964310,53.192760,51.579144,51.725754,51.725754,159643415
2022-03-29,51.698360,52.498913,50.469093,51.096073,51.096073,165779148
2022-03-30,51.090977,52.093079,50.161533,51.164055,51.164055,142498209
2022-03-31,51.163799,51.691452,48.706467,48.885368,48.885368,158985625
2022-04-01,48.897396,51.130981,47.588886,50.493214,50.493214,161010469
2022-04-02,50.490658,51.185368,49.630230,49.728485,49.728485,145408272
2022-04-03,49.723057,51.231583,49.434307,50.456226,50.456226,100486929
2022-04-04,50.446308,50.446308,48.914635,50.132381,50.132381,119579446
2022-04-05,50.133488,50.957111,48.559669,48.568497,48.568497,139832196
2022-04-06,48.563839,48.563839,45.097698,45.098873,45.098873,145444269
2022-04-07,45.097500,46.071499,44.706226,45.634445,45.634445,89519503
2022-04-08,45.632614,46.452892,44.597157,44.726215,44.726215,102532107
2022-04-09,44.723385,45.667778,44.701965,45.659000,45.659000,48219079
2022-04-10,45.663258,46.357780,45.024494,45.116081,45.116081,50078175
2022-04-11,45.082890,45.213978,41.261513,41.417728,41.417728,136476473
2022-04-12,41.424950,42.640121,41.151058,41.825020,41.825020,70746933
2022-04-13,41.819763,42.991341,41.464905,42.885918,42.885918,53828176
2022-04-14,42.882835,43.285236,41.474037,41.719376,41.719376,49318422
2022-04-15,41.719566,43.076370,41.660004,42.604561,42.604561,160571776
2022-04-16,42.614960,42.973843,41.420406,41.851021,41.851021,84586666
2022-04-17,41.846119,48.275028,41.683590,44.831600,44.831600,428721224
2022-04-18,44.836678,44.836678,40.455978,43.400105,43.400105,331875745
2022-04-19,43.396305,43.957966,42.994648,43.530136,43.530136,122393308
2022-04-20,43.530952,44.177723,42.436417,42.791431,42.791431,126652307
2022-04-21,42.786690,44.979904,41.892593,42.173203,42.173203,230396552
2022-04-22,42.168385,42.658627,41.031551,41.417870,41.417870,134189850
2022-04-23,41.427376,41.665665,40.942123,41.123466,41.123466,66215956
2022-04-24,41.114174,41.424133,40.606083,40.799007,40.799007,80412415
2022-04-25,40.793941,41.968826,39.698048,41.899372,41.899372,123324358
2022-04-26,41.894218,42.172741,38.548054,38.679485,38.679485,120650067
2022-04-27,38.693832,39.758278,38.514977,39.602005,39.602005,84398879
2022-04-28,39.598667,40.742085,39.405437,40.253212,40.253212,83079016
2022-04-29,40.233395,40.388733,38.483234,38.781731,38.781731,71311704
2022-04-30,38.785927,39.169132,37.969776,38.009258,38.009258,70144020
2022-05-01,38.001442,39.242161,37.913887,39.134811,39.134811,83860244
2022-05-02,39.135193,39.868031,38.635998,39.060387,39.060387,95786410
2022-05-03,39.058281,39.196011,37.709232,37.808758,37.808758,58289479
2022-05-04,37.808346,39.676502,37.787025,39.563297,39.563297,81135956
2022-05-05,39.559258,39.769356,35.954372,36.235394,36.235394,106549306
2022-05-06,36.230915,36.280655,35.110916,35.907799,35.907799,86427078
2022-05-07,35.909565,35.952847,34.656273,35.112850,35.112850,47128404
2022-05-08,35.115192,35.139687,33.638996,33.841534,33.841534,65752745
2022-05-09,33.850170,34.047276,30.495932,30.536633,30.536633,183946756
2022-05-10,30.496805,34.745304,29.804995,33.133221,33.133221,208466568
2022-05-11,33.125511,33.546986,26.990396,29.714588,29.714588,327328745
2022-05-12,29.718504,31.168303,26.463886,29.723852,29.723852,326184899
2022-05-13,29.685797,32.481354,29.397837,30.825348,30.825348,159660019
2022-05-14,30.829521,31.630882,29.988369,31.596464,31.596464,67219149
2022-05-15,31.598753,32.660862,30.971388,32.645531,32.645531,52485289
2022-05-16,32.662514,32.662514,30.923672,31.876160,31.876160,98131746
2022-05-17,31.876417,32.575676,31.266891,32.038723,32.038723,65212404
2022-05-18,32.039604,32.178993,29.697334,29.697334,29.697334,57969635
2022-05-19,29.696484,31.131544,29.642788,30.920237,30.920237,91229364
2022-05-20,30.916172,31.203316,29.294285,29.777079,29.777079,64290536
2022-05-21,29.773373,30.272972,29.563732,30.088434,30.088434,28410998
2022-05-22,30.086975,30.888557,29.985657,30.797441,30.797441,28634477
2022-05-23,30.797091,31.093044,29.556395,29.677076,29.677076,68959904
2022-05-24,29.673000,30.010717,28.799587,29.826357,29.826357,83974424
2022-05-25,29.822506,30.223593,28.797426,29.011694,29.011694,67058277
2022-05-26,29.012901,29.310846,26.683249,27.597754,27.597754,92549738
2022-05-27,27.583492,27.634226,26.331976,26.398375,26.398375,88948300
2022-05-28,26.749046,27.194962,26.396860,27.107193,27.107193,48713405
2022-05-29,27.105412,27.341331,26.806847,27.267191,27.267191,33322014
2022-05-30,27.267822,29.313812,27.149652,29.167011,29.167011,81788957
2022-05-31,29.168655,29.416557,28.567656,28.950605,28.950605,76132474
2022-06-01,28.956318,29.091335,26.603365,26.905485,26.905485,74761384
2022-06-02,26.908903,27.236492,26.476345,27.139271,27.139271,54155704
2022-06-03,27.139860,27.274618,25.834263,25.994633,25.994633,66267249
2022-06-04,25.993025,26.040075,25.588058,25.975485,25.975485,31139781
2022-06-05,25.979666,26.330570,25.715912,26.133730,26.133730,32776523
